course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,
PHY102,The electric potential due to a dipole at a large distance is proportional to,1/r,1/r^2,1/r^3,r,B,,,,
PHY102,The force between two point charges is described by,Coulomb's law,Newton's law,Faraday's law,Gauss's law,A,,,,
PHY102,The electric field due to a point charge at a distance r is given by,kQ/r,kQ/r^2,Q/r,Q/r^2,B,,,,
PHY102,The potential energy stored in a capacitor is proportional to,square of the charge,charge,square of the voltage,both a and c,D,,,,
PHY102,The electric field lines originate from,positive charges,negative charges,both a and b,none of the above,A,,,,
PHY102,The capacitance of a parallel plate capacitor with a dielectric is,unchanged,increased by the dielectric constant,reduced by the dielectric constant,proportional to the charge,B,,,,
PHY102,The electric field due to a uniformly charged thin spherical shell at a point inside is,proportional to charge,zero,proportional to 1/r,proportional to 1/r^2,B,,,,
PHY102,The potential gradient is also known as,electric field intensity,electric flux,electric potential,none of the above,A,,,,
PHY102,The work done in moving a charge along an equipotential surface is,positive,negative,zero,dependent on the charge,C,,,,
PHY102,The electric field inside a conductor is always,zero,proportional to charge,proportional to distance,inversely proportional to distance,A,,,,
PHY102,The capacitance of a capacitor is,independent of the dielectric,dependent on the plate area,dependent on the distance between plates,all of the above,D,,,,
PHY102,The electric field due to a uniformly charged infinite plane is,proportional to 1/r,proportional to 1/r^2,independent of distance,proportional to r,C,,,,
PHY102,The potential due to a uniformly charged sphere at a point outside is,proportional to 1/r,proportional to 1/r^2,proportional to r,proportional to r^2,A,,,,
PHY102,The electric field lines are,always straight,always curved,can be straight or curved,none of the above,C,,,,
PHY102,The capacitance of a capacitor increases with the,decrease in plate area,increase in distance between plates,decrease in dielectric constant,increase in plate area,D,,,,
PHY102,The electric field due to a dipole at a point far away is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of a charge in an electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field inside a dielectric-filled parallel plate capacitor is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a closed surface depends on,charge enclosed,surface area,electric field,none of the above,A,,,,
PHY102,The potential difference across a capacitor is,proportional to the charge,inversely proportional to the capacitance,both a and b,none of the above,C,,,,
PHY102,The energy stored in a capacitor is proportional to,square of the charge,square of the voltage,charge,none of the above,D,,,,
PHY102,The electric field due to a point charge is,scalar,vector,both a and b,none of the above,B,,,,
PHY102,The electric potential inside a conductor is,proportional to charge,proportional to distance,constant,proportional to 1/r,C,,,,
PHY102,The capacitance of a parallel plate capacitor is,inversely proportional to plate area,proportional to distance between plates,inversely proportional to dielectric constant,proportional to plate area,D,,,,
PHY102,The electric field at the center of a uniformly charged ring is,proportional to charge,proportional to radius,zero,proportional to 1/r,C,,,,
PHY102,The force on a charged particle in a uniform electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field due to a uniformly charged infinite cylinder inside the cylinder is,proportional to r,proportional to 1/r,zero,proportional to 1/r^2,A,,,,
PHY102,The potential due to a uniformly charged disk at a point far away is,proportional to 1/r,proportional to 1/r^2,proportional to r,complex expression,A,,,,
PHY102,The electric field inside a uniformly charged spherical conductor is,proportional to charge,proportional to distance,zero,proportional to 1/r,C,,,,
PHY102,The capacitance of a capacitor decreases with,decrease in plate area,decrease in distance between plates,decrease in dielectric constant,none of the above,A,,,,
PHY102,The electric field due to a dipole at a point on its axial line is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of an electric dipole in a uniform electric field is maximum when,parallel to the field,perpendicular to the field,at 45° to the field,at 0° to the field,B,,,,
PHY102,The electric field between two parallel plates with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a surface is,scalar,vector,both a and b,none of the above,A,,,,
PHY102,The electric field due to a uniformly charged sphere inside the sphere is,proportional to r,proportional to 1/r,zero,proportional to r^2,A,,,,
PHY102,The potential due to a point charge at infinity is,finite,infinite,zero,dependent on the charge,C,,,,
PHY102,The capacitance of a capacitor is affected by,plate area,distance between plates,dielectric material,all of the above,D,,,,
PHY102,The electric field inside a parallel plate capacitor with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric potential due to a dipole at a large distance is proportional to,1/r,1/r^2,1/r^3,r,B,,,,
PHY102,The force between two point charges is described by,Coulomb's law,Newton's law,Faraday's law,Gauss's law,A,,,,
PHY102,The electric field due to a point charge at a distance r is given by,kQ/r,kQ/r^2,Q/r,Q/r^2,B,,,,
PHY102,The potential energy stored in a capacitor is proportional to,square of the charge,charge,square of the voltage,both a and c,D,,,,
PHY102,The electric field lines originate from,positive charges,negative charges,both a and b,none of the above,A,,,,
PHY102,The capacitance of a parallel plate capacitor with a dielectric is,unchanged,increased by the dielectric constant,reduced by the dielectric constant,proportional to the charge,B,,,,
PHY102,The electric field due to a uniformly charged thin spherical shell at a point inside is,proportional to charge,zero,proportional to 1/r,proportional to 1/r^2,B,,,,
PHY102,The potential gradient is also known as,electric field intensity,electric flux,electric potential,none of the above,A,,,,
PHY102,The work done in moving a charge along an equipotential surface is,positive,negative,zero,dependent on the charge,C,,,,
PHY102,The electric field inside a conductor is always,zero,proportional to charge,proportional to distance,inversely proportional to distance,A,,,,
PHY102,The capacitance of a capacitor is,independent of the dielectric,dependent on the plate area,dependent on the distance between plates,all of the above,D,,,,
PHY102,The electric field due to a uniformly charged infinite plane is,proportional to 1/r,proportional to 1/r^2,independent of distance,proportional to r,C,,,,
PHY102,The potential due to a uniformly charged sphere at a point outside is,proportional to 1/r,proportional to 1/r^2,proportional to r,proportional to r^2,A,,,,
PHY102,The electric field lines are,always straight,always curved,can be straight or curved,none of the above,C,,,,
PHY102,The capacitance of a capacitor increases with the,decrease in plate area,increase in distance between plates,decrease in dielectric constant,increase in plate area,D,,,,
PHY102,The electric field due to a dipole at a point far away is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of a charge in an electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field inside a dielectric-filled parallel plate capacitor is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a closed surface depends on,charge enclosed,surface area,electric field,none of the above,A,,,,
PHY102,The potential difference across a capacitor is,proportional to the charge,inversely proportional to the capacitance,both a and b,none of the above,C,,,,
PHY102,The energy stored in a capacitor is proportional to,square of the charge,square of the voltage,charge,none of the above,D,,,,
PHY102,The electric field due to a point charge is,scalar,vector,both a and b,none of the above,B,,,,
PHY102,The electric potential inside a conductor is,proportional to charge,proportional to distance,constant,proportional to 1/r,C,,,,
PHY102,The capacitance of a parallel plate capacitor is,inversely proportional to plate area,proportional to distance between plates,inversely proportional to dielectric constant,proportional to plate area,D,,,,
PHY102,The electric field at the center of a uniformly charged ring is,proportional to charge,proportional to radius,zero,proportional to 1/r,C,,,,
PHY102,The force on a charged particle in a uniform electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field due to a uniformly charged infinite cylinder inside the cylinder is,proportional to r,proportional to 1/r,zero,proportional to 1/r^2,A,,,,
PHY102,The potential due to a uniformly charged disk at a point far away is,proportional to 1/r,proportional to 1/r^2,proportional to r,complex expression,A,,,,
PHY102,The electric field inside a uniformly charged spherical conductor is,proportional to charge,proportional to distance,zero,proportional to 1/r,C,,,,
PHY102,The capacitance of a capacitor decreases with,decrease in plate area,decrease in distance between plates,decrease in dielectric constant,none of the above,A,,,,
PHY102,The electric field due to a dipole at a point on its axial line is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of an electric dipole in a uniform electric field is maximum when,parallel to the field,perpendicular to the field,at 45° to the field,at 0° to the field,B,,,,
PHY102,The electric field between two parallel plates with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a surface is,scalar,vector,both a and b,none of the above,A,,,,
PHY102,The electric field due to a uniformly charged sphere inside the sphere is,proportional to r,proportional to 1/r,zero,proportional to r^2,A,,,,
PHY102,The potential due to a point charge at infinity is,finite,infinite,zero,dependent on the charge,C,,,,
PHY102,The capacitance of a capacitor is affected by,plate area,distance between plates,dielectric material,all of the above,D,,,,
PHY102,The electric field inside a parallel plate capacitor with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric potential due to a dipole at a large distance is proportional to,1/r,1/r^2,1/r^3,r,B,,,,
PHY102,The force between two point charges is described by,Coulomb's law,Newton's law,Faraday's law,Gauss's law,A,,,,
PHY102,The electric field due to a point charge at a distance r is given by,kQ/r,kQ/r^2,Q/r,Q/r^2,B,,,,
PHY102,The potential energy stored in a capacitor is proportional to,square of the charge,charge,square of the voltage,both a and c,D,,,,
PHY102,The electric field lines originate from,positive charges,negative charges,both a and b,none of the above,A,,,,
PHY102,The capacitance of a parallel plate capacitor with a dielectric is,unchanged,increased by the dielectric constant,reduced by the dielectric constant,proportional to the charge,B,,,,
PHY102,The electric field due to a uniformly charged thin spherical shell at a point inside is,proportional to charge,zero,proportional to 1/r,proportional to 1/r^2,B,,,,
PHY102,The potential gradient is also known as,electric field intensity,electric flux,electric potential,none of the above,A,,,,
PHY102,The work done in moving a charge along an equipotential surface is,positive,negative,zero,dependent on the charge,C,,,,
PHY102,The electric field inside a conductor is always,zero,proportional to charge,proportional to distance,inversely proportional to distance,A,,,,
PHY102,The capacitance of a capacitor is,independent of the dielectric,dependent on the plate area,dependent on the distance between plates,all of the above,D,,,,
PHY102,The electric field due to a uniformly charged infinite plane is,proportional to 1/r,proportional to 1/r^2,independent of distance,proportional to r,C,,,,
PHY102,The potential due to a uniformly charged sphere at a point outside is,proportional to 1/r,proportional to 1/r^2,proportional to r,proportional to r^2,A,,,,
PHY102,The electric field lines are,always straight,always curved,can be straight or curved,none of the above,C,,,,
PHY102,The capacitance of a capacitor increases with the,decrease in plate area,increase in distance between plates,decrease in dielectric constant,increase in plate area,D,,,,
PHY102,The electric field due to a dipole at a point far away is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of a charge in an electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field inside a dielectric-filled parallel plate capacitor is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a closed surface depends on,charge enclosed,surface area,electric field,none of the above,A,,,,
PHY102,The potential difference across a capacitor is,proportional to the charge,inversely proportional to the capacitance,both a and b,none of the above,C,,,,
PHY102,The energy stored in a capacitor is proportional to,square of the charge,square of the voltage,charge,none of the above,D,,,,
PHY102,The electric field due to a point charge is,scalar,vector,both a and b,none of the above,B,,,,
PHY102,The electric potential inside a conductor is,proportional to charge,proportional to distance,constant,proportional to 1/r,C,,,,
PHY102,The capacitance of a parallel plate capacitor is,inversely proportional to plate area,proportional to distance between plates,inversely proportional to dielectric constant,proportional to plate area,D,,,,
PHY102,The electric field at the center of a uniformly charged ring is,proportional to charge,proportional to radius,zero,proportional to 1/r,C,,,,
PHY,,,,,,,,,,
